work_id,composer_id,title,subtitle,searchterms,genre,recommended,popular
41,24,String Quartet no. 2,,,Chamber,0,0
42,24,String Quartet no. 3,,,Chamber,0,0
43,24,String Quartet no. 4,,,Chamber,0,0
44,24,String Quartet no. 5,,,Chamber,0,0
45,24,Suite for Solo Viola,,,Chamber,0,0
46,24,Suite for Viola and Piano,,,Chamber,0,0
47,24,"Suite hébraïque, for viola and orchestra",,,Orchestral,0,0
48,24,"Suite hébraïque, for viola and piano",,,Chamber,0,0
49,24,"Suite modale, for flute and strings",,,Orchestral,0,0
50,24,"Suite modale, for flute and strings ",,,Chamber,0,0
51,24,Suite no. 1 for Solo Cello,,,Chamber,0,0
52,24,Suite no. 1 for Solo Violin,,,Chamber,0,0
53,24,Suite no. 2 for Solo Cello,,,Chamber,0,0
54,24,Suite no. 2 for Solo Violin,,,Chamber,0,0
55,24,Suite no. 3 for Solo Cello,,,Chamber,0,0
56,24,Suite symphonique,,,Orchestral,0,0
57,24,Symphony for Trombone  and Orchestra,,,Orchestral,0,0
58,24,Symphony in C sharp minor,,,Orchestral,0,0
59,24,Symphony in E flat major,,,Orchestral,0,0
60,24,Violin Concerto,,,Orchestral,0,0
61,24,Violin Sonata no. 1,,,Chamber,0,0
62,24,"Violin Sonata no. 2, ""Poème mystique""",,,Chamber,0,0
63,24,Visions and Prophecies,,,Keyboard,0,0
64,24,"Visions and Prophecies, for piano",,,Keyboard,0,0
65,24,"Voice in the Wilderness, symphonic poem for cello and orchestra",,,Orchestral,0,0
0,25,"6 Quartets for Harpsichord, Violin, Viola and Cello, G.259",,,Chamber,0,0
1,25,"6 Quartets, op. 58",,,Chamber,0,0
2,25,"6 Quintets, for flute  and strings, G.419-24, op. 17",,,Chamber,0,0
3,25,"6 Tercetti for String Trio, op. 14",,,Chamber,0,0
4,25,"6 Tercettini for String Trio, op. 47",,,Chamber,0,0
5,25,"6 Tercettini, for 2 violins and cello, op. 54",,,Chamber,0,0
6,25,"Caro, son tua cosi, G.547",,,Vocal,0,0
7,25,"Cello Concerto in A major, G.475",,,Orchestral,0,0
8,25,"Cello Concerto in B flat major, G.482",,,Orchestral,1,0
9,25,"Cello Concerto in C major, G.477",,,Orchestral,0,0
10,25,"Cello Concerto in C major, G.481",,,Orchestral,1,0
11,25,"Cello Concerto in C major, G.573",,,Orchestral,0,0
12,25,"Cello Concerto in D major, G.476",,,Orchestral,0,0
13,25,"Cello Concerto in D major, G.479",,,Orchestral,1,0
14,25,"Cello Concerto in D major, G.483, op. 34",,,Orchestral,0,0
15,25,Cello Concerto in E flat major ,,,Orchestral,0,0
16,25,"Cello Concerto in E flat major, G.474",,,Orchestral,0,0
17,25,"Cello Concerto in G major, G.480",,,Orchestral,0,0
18,25,"Cello Sonata in A, ""L'Imperatrice""",,,Chamber,0,0
19,25,"Cello Sonata in B flat major, G.565",,,Chamber,0,0
20,25,"Cello Sonata in C major, G.17",,,Chamber,0,0
21,25,Cello Sonata in C minor,,,Chamber,0,0
22,25,"Cello Sonata in C minor, G.2",,,Chamber,0,0
23,25,"Cello Sonata in E flat major, G. deest",,,Chamber,0,0
24,25,"Cello Sonata in E flat major, G.11",,,Chamber,0,0
25,25,"Cello Sonata in E flat major, G.566",,,Chamber,0,0
26,25,"Cello Sonata in F major, G.579",,,Chamber,0,0
27,25,"Deh, respirar lasciartemi, G.546",,,Vocal,0,0
28,25,"Di giudice severo, Per quel paterno, G.554",,,Vocal,0,0
29,25,"Duet for 2 Violins in A major, G.58 ",,,Chamber,0,0
30,25,"Duet for 2 Violins in B flat major, G.59 ",,,Chamber,0,0
31,25,"Duet for 2 Violins in D major, G.61 ",,,Chamber,0,0
32,25,"Duet for 2 Violins in E flat major, G.60 ",,,Chamber,0,0
33,25,"Duet for 2 violins in F major, G.57 ",,,Chamber,0,0
34,25,"Duet in G for 2 Violins, G.56, op. 3, no. 1",,,Chamber,0,0
35,25,"Flute Concerto in D major, G.575",,,Orchestral,0,0
36,25,"Flute Sonata no. 2 in C major, op. 5, G.26",,,Chamber,0,0
37,25,La Clementina  G. 540,,,Stage,0,0
38,25,"Mi dona, mi rende, G.556",,,Vocal,0,0
39,25,"Numi, se giusti siete, G.551",,,Vocal,0,0
40,25,"Octet  for Woodwinds and Strings in G major, G.470, op. 38, no. 4",,,Chamber,0,0
41,25,"Piano Quintet in B flat major, G.414, op. 57, no. 2",,,Chamber,0,0
42,25,"Piano Quintet in C major, G.418, op. 57, no. 6",,,Chamber,0,0
43,25,"Piano Quintet in D major, G.411,Op.56, no. 5",,,Chamber,0,0
44,25,"Piano Quintet in D minor, G. 416, op. 57, no. 4",,,Chamber,1,0
45,25,"Piano Quintet in E major, G.417, op. 57, no. 5",,,Chamber,0,0
46,25,"Piano Quintet in E minor, G.407, op. 56, no. 1",,,Chamber,0,0
47,25,"Piano Quintet in F major, G.408, op. 56, no. 2",,,Chamber,0,0
48,25,"Quintet for flute  and strings in G major, op. 55",,,Chamber,0,0
49,25,"Quintet for Guitar and Strings E-, G.451",,,Chamber,0,0
50,25,"Quintet for Guitar and Strings in C major, G.453, ""La Ritirada di Madrid""",,,Chamber,1,0
51,25,"Quintet for Guitar and Strings in D major, G.448, ""Fandango""",,,Chamber,1,0
52,25,"Quintet for Guitar and Strings in G major, G.450",,,Chamber,0,0
53,25,"Se non ti moro, G.545",,,Vocal,0,0
54,25,"Sextet for Flute and Strings C major, G.466, op. 16, no. 6",,,Chamber,0,0
55,25,"Sextet for Flute and Strings in A major, G.461, op. 16, no. 1",,,Chamber,0,0
56,25,"Sextet for Flute and Strings in A major, G.462, op. 16, no. 2",,,Chamber,0,0
57,25,"Sextet for Flute and Strings in A major, G.463, op. 16, no. 3",,,Chamber,0,0
58,25,"Sextet for Flute and Strings in A major, G.465, op. 16, no. 5",,,Chamber,0,0
59,25,"Sextet for Flute and Strings in E flat major, G.464, op. 16, no. 4",,,Chamber,0,0
60,25,"Sonata for 2 cellos in C major, G.74",,,Chamber,0,0
61,25,"Sonata for cello and continuo in A major, G.4 ",,,Chamber,0,0
62,25,"Sonata for cello and continuo in C major, G.6 ",,,Chamber,0,0
63,25,Sonata for Violin and Cello in D,,,Chamber,0,0
64,25,Sonatas ,,,Chamber,0,0
65,25,"Stabat mater, for soprano and chamber ensemble, G.532",,,Vocal,0,0
66,25,"String Quartet in A major, G.170, op. 8, no. 6",,,Chamber,0,0
67,25,"String Quartet in A major, G.198, op. 26, no. 4",,,Chamber,0,0
68,25,"String Quartet in A major, G.206, op. 32, no. 6",,,Chamber,0,0
69,25,"String Quartet in A major, G.213, op. 39",,,Chamber,0,0
70,25,"String Quartet in B flat major, G.160, op. 2, no. 2",,,Chamber,0,0
71,25,"String Quartet in B flat major, G.210, op. 33, no. 4",,,Chamber,0,0
72,25,"String Quartet in C major, G.164, op. 2, no. 6",,,Chamber,0,0
73,25,"String Quartet in C major, G.204, op. 32, no. 4",,,Chamber,0,0
74,25,"String Quartet in C major, G.208, op. 33, no. 2",,,Chamber,0,0
75,25,"String Quartet in C major, G.215, op. 41, no. 2",,,Chamber,0,0
76,25,"String Quartet in C major, G.232, op. 52, no. 1",,,Chamber,0,0
77,25,"String Quartet in C minor, G.159, op. 2, no. 1",,,Chamber,0,0
78,25,"String Quartet in C minor, G.166, op. 8, no. 2",,,Chamber,0,0
79,25,"String Quartet in C minor, G.214, op. 41, no. 1",,,Chamber,0,0
80,25,"String Quartet in D major, G. 249, op. 64, no. 2 ",,,Chamber,0,0
81,25,"String Quartet in D major, G.161, op. 2, no. 3",,,Chamber,0,0
82,25,"String Quartet in D major, G.165, op. 8, no. 1",,,Chamber,0,0
83,25,"String Quartet in D major, G.177, op. 15, no. 1",,,Chamber,0,0
84,25,"String Quartet in D major, G.203, op. 32, no. 3",,,Chamber,0,0
85,25,"String Quartet in D major, G.233, op. 52, no. 2",,,Chamber,0,0
86,25,"String Quartet in E flat major, G.167, op. 8, no. 3",,,Chamber,0,0
87,25,"String Quartet in E flat major, G.201, op. 32, no. 1",,,Chamber,0,0
88,25,"String Quartet in E flat major, G.212, op. 33, no. 6",,,Chamber,0,0
89,25,"String Quartet in E major, G.163, op. 2, no. 5",,,Chamber,0,0
90,25,"String Quartet in E major, G.207, op. 33, no. 1",,,Chamber,0,0
91,25,"String Quartet in E minor, G. 202, op. 32, no. 2",,,Chamber,0,0
92,25,"String Quartet in E minor, G.211, op. 33, no. 5",,,Chamber,0,0
93,25,"String Quartet in F major, G.169, op. 8, no. 5",,,Chamber,0,0
94,25,"String Quartet in F major, G.248, op. 64, no. 1",,,Chamber,0,0
95,25,"String Quartet in F minor, G.235, op. 52, no. 4",,,Chamber,0,0
96,25,"String Quartet in G major, G.209, op. 33, no. 3",,,Chamber,0,0
97,25,"String Quartet in G major, G.223, op. 44, no. 4, ""La tiranna""",,,Chamber,0,0
98,25,"String Quartet in G major, G.234, op. 52, no. 3",,,Chamber,0,0
99,25,"String Quartet in G minor, G.168, op. 8, no. 4",,,Chamber,0,0
100,25,"String Quartet in G minor, G.194, op. 24, no. 6",,,Chamber,0,0
101,25,"String Quartet in G minor, G.205, op. 32, no. 5",,,Chamber,0,0
102,25,"String Quartet n Eb, G.162, op. 2, no. 4",,,Chamber,0,0
103,25,"String Quintet for 2 violins, 2 violas and cello in A major, G.393, op. 60, no. 3",,,Chamber,0,0
104,25,"String Quintet for 2 violins, 2 violas and cello in D major, G.401, op. 62, no. 5",,,Chamber,0,0
105,25,"String Quintet for 2 violins, viola and 2 cellos in C minor, G.328 ",,,Chamber,0,0
106,25,"String Quintet for 2 Violins, Viola and 2 Cellos in D major, G.365 ",,,Chamber,0,0
107,25,"String Quintet for 2 violins, viola and 2 cellos in D minor, G.280, op. 13, no. 4",,,Chamber,0,0
108,25,"String Quintet for 2 Violins, Viola and 2 Cellos in E ",,,Chamber,0,0
109,25,"String Quintet for 2 Violins, Viola and 2 Cellos in F major, G.279 ",,,Chamber,0,0
110,25,"String Quintet for 2 violins, viola and 2 cellos in G major, G.326, op. 31, no. 2",,,Chamber,0,0
111,25,"String Quintet in C major, G.324, ""La musica notturna delle strade di Madrid""",,,Chamber,1,0
112,25,"String Quintet in C major, G.349, op. 42, no. 2",,,Chamber,0,0
113,25,"String Quintet in C major, op. 37, no. 7",,,Chamber,0,0
114,25,"String Quintet in E major, op. 11, no. 5 ",,,Chamber,1,1
115,25,"String Quintet in F major, G.336, op. 36, no. 6, ""Dello scacciapensiero""",,,Chamber,0,0
116,25,"String Quintet in G major, G.281, op. 13, no. 5",,,Chamber,0,0
117,25,"String Quintet, ""Fandango""",,,Chamber,0,0
118,25,"String Quintet, G.268, op. 10. no. 4",,,Chamber,0,0
119,25,"String Quintet, G.282, op. 13, no. 6",,,Chamber,0,0
120,25,"String Sextet in E flat major, G.454, op. 23, no. 1",,,Chamber,0,0
121,25,"String Sextet in E major, G.456, op. 23, no. 3",,,Chamber,0,0
122,25,"String Sextet in F major, G.459, op. 23, no. 6",,,Chamber,0,0
123,25,"String Sextet in F minor, G.457, op. 23, no. 4",,,Chamber,0,0
124,25,"Symphony  in D major, G.521, op. 43",,,Orchestral,0,0
125,25,"Symphony in A major, G. 511, op. 35, no. 3",,,Orchestral,1,0
126,25,"Symphony in A major, G.498, op. 21, no. 6",,,Orchestral,0,0
127,25,"Symphony in A major, G.508, op. 12, no. 6",,,Orchestral,0,0
128,25,"Symphony in A major, G.518, op. 37, no. 4",,,Orchestral,0,0
129,25,"Symphony in B flat major, G.493, op. 21, no. 1",,,Orchestral,0,0
130,25,"Symphony in B flat major, G.497, op. 21, no. 5",,,Orchestral,0,0
131,25,"Symphony in B flat major, G.507, op. 12, no. 5",,,Orchestral,0,0
132,25,"Symphony in B flat major, G.514, op. 35, no. 6",,,Orchestral,0,0
133,25,"Symphony in C major, G. 491, op. 7 ",,,Orchestral,0,0
134,25,"Symphony in C major, G.495, op. 21, no. 3",,,Orchestral,0,0
135,25,"Symphony in C major, G.505, op. 12, no. 3",,,Orchestral,0,0
136,25,"Symphony in C major, G.515, op. 37, no. 1",,,Orchestral,0,0
137,25,"Symphony in C minor, G.519, op. 41",,,Orchestral,0,0
138,25,"Symphony in D major, G.490",,,Orchestral,0,0
139,25,"Symphony in D major, G.496, op. 21, no. 4",,,Orchestral,0,0
140,25,"Symphony in D major, G.503, op. 12, no. 1",,,Orchestral,0,0
141,25,"Symphony in D major, G.509, op. 35, no. 1",,,Orchestral,0,0
142,25,"Symphony in D major, G.520, op. 42",,,Orchestral,0,0
143,25,"Symphony in D minor, G.506, op. 12, no. 4, ""La casa del diavolo""",,,Orchestral,0,0
144,25,"Symphony in D minor, G.517, op. 37, no. 3",,,Orchestral,0,0
145,25,"Symphony in D minor, G.522, op. 45",,,Orchestral,0,0
146,25,"Symphony in E flat major, G.494, op. 21, no. 2",,,Orchestral,0,0
147,25,"Symphony in E flat major, G.504, op. 12, no. 2",,,Orchestral,0,0
148,25,"Symphony in E flat major, G.510, op. 35, no. 2",,,Orchestral,0,0
149,25,"Symphony in E flat major, G.513, op. 35, no. 5",,,Orchestral,0,0
150,25,"Symphony in F major, G.512, op. 35, no. 4",,,Orchestral,1,0
151,25,"Tornate sereni, G.558",,,Vocal,0,0
0,26,Cello Sonata in B minor,,,Chamber,0,0
1,26,"Chto tï rano, zoren'ka ",,,Vocal,0,0
2,26,Dlya beregov otchiznï dal'noy ,,,Vocal,0,0
3,26,Fal'shivaya nota ,,,Vocal,0,0
4,26,"Hélèné, polka in D minor",,,Keyboard,0,0
5,26,In the Steppes of Central Asia,,,Orchestral,1,1
6,26,Iz slyoz moikh ,,,Vocal,0,0
7,26,Krasavitsa-rïbachka ,,,Vocal,0,0
8,26,More ,,,Vocal,0,0
9,26,Morskaya tsarevna ,,,Vocal,0,0
10,26,Otravoy polnï moi pesni ,,,Vocal,0,0
11,26,Pesnya tyomnogo lesa ,,,Vocal,0,0
12,26,Petite Suite,,,Keyboard,0,0
13,26,Piano Quintet in C minor,,,Chamber,0,0
14,26,Piano Trio in D,,,Chamber,0,0
15,26,Polovtsian Dances,"From the opera ""Prince Igor""",,Orchestral,1,1
16,26,Prince Igor,Opera,,Stage,1,0
17,26,Razlyubila krasna devitsa ,,,Vocal,0,0
18,26,"Romance, for baritone and orchestra",,,Vocal,0,0
19,26,Scherzo in A flat major,,,Keyboard,0,0
20,26,Scherzo in D for String Quartet ,,,Chamber,0,0
21,26,Septain or Chudnïy sad ,,,Vocal,0,0
22,26,"Slushayte, podruzhen'ki, pesenku moyu ",,,Vocal,0,0
23,26,Spes' ,,,Vocal,0,0
24,26,Spyashchaya knyazhna ,,,Vocal,0,0
25,26,String Quartet no. 1 in A,,,Chamber,0,0
26,26,String Quartet no. 2 in D,,,Chamber,1,0
27,26,String Quintet in F minor,,,Chamber,0,0
28,26,Symphony no. 1 in E flat major,,,Orchestral,0,0
29,26,Symphony no. 2 in B minor,,,Orchestral,1,1
30,26,Tarantella in D,,,Keyboard,0,0
31,26,"U lyudey-to v domu, for voice and orchestra",,,Vocal,0,0
0,27,"...explosante-fixe..., for flutes and orchestra",,,Orchestral,0,0
1,27,"Anthemes 2, for violin and electronics",,,Chamber,0,0
2,27,"Anthemes, for solo violin",,,Chamber,0,0
3,27,"Dérive 1, for flute, clarinet, piano, vibes, violin and cello",,,Chamber,0,0
4,27,"Dérive 2, for chamber ensemble",,,Chamber,0,0
5,27,"Dialogue de l'ombre double, for clarinet  and electronics",,,Chamber,0,0
6,27,Domaines pour clarinette seule,,,Chamber,0,0
7,27,"Doubles, for large orchestra",,,Orchestral,0,0
8,27,"Figures - Doubles - Prisms, for orchestra",,,Orchestral,0,0
9,27,Flute Sonatina,,,Chamber,0,0
10,27,Incises,,,Keyboard,0,0
11,27,"Le marteau sans maître, for alto, alto flute, guitar, vibes, xylorimba, percussion and viola",,,Vocal,1,0
12,27,"Livre pour Cordes, for orchestra",,,Orchestral,0,0
13,27,"Mémoriale, for flute and 8 instruments",,,Chamber,0,0
14,27,"Messagesquisse, for solo cello and 6 cellos",,,Chamber,1,0
15,27,Notations: 12 Pieces,,,Keyboard,0,0
16,27,Piano Sonata no. 1,,,Keyboard,0,0
17,27,Piano Sonata no. 2,,,Keyboard,0,0
18,27,Piano Sonata no. 3,,,Keyboard,1,0
19,27,"Pli selon pli, for soprano and orchestra",,,Vocal,1,0
20,27,"Rèpons, for 2 pianos, harp, vibes, glockenspiel, cimbalon, orchestra and electronics",,,Orchestral,1,0
21,27,"Rituel: In Memoriam Bruno Maderna, for orchestra",,,Orchestral,0,0
22,27,"Sonatine, for flute and piano",,,Chamber,0,0
23,27,"Structures, Book 2, for 2 pianos",,,Keyboard,0,0
24,27,"Sur incises, for 3 pianos, 3 harps, 2 vibes and marimba",,,Chamber,0,0
25,27,"Une page d'éphéméride, for piano",,,Keyboard,0,0
0,28,Concerto for strings in D,,,Chamber,0,0
1,28,Divertimento for chamber orchestra no. 2,,,Orchestral,0,0
2,28,Divertimento for orchestra no. 1,,,Orchestral,0,0
3,28,"Double Concerto for violin, cello, strings and harp",,,Orchestral,0,0
4,28,"Elegia a Viana da Mota, op. 14",,,Orchestral,0,0
5,28,"Encuzilhada, ballet in one act",,,Stage,0,0
6,28,Nocturno for strings,,,Orchestral,0,0
7,28,"Sinfonietta for Strings, op. 35",,,Chamber,0,0
8,28,"Staccato brillante, op. 63",,,Orchestral,0,0
9,28,"String Quartet no. 2 in A minor, op. 27",,,Chamber,0,0
10,28,"Symphonic Overture no. 3, op. 20",,,Orchestral,0,0
11,28,"Symphonic Variations on a popular song from the Alentejo, for orchestra",,,Orchestral,0,0
12,28,Symphony no. 1,,,Orchestral,1,0
13,28,Symphony no. 2 in B minor,,,Orchestral,1,0
14,28,Symphony no. 3,,,Orchestral,1,0
15,28,Symphony no. 4,,,Orchestral,1,0
16,28,Symphony no. 5,,,Orchestral,0,0
17,28,Symphony no. 6,,,Orchestral,0,0
18,28,"Variações concertantes, for string orchestra, harp and solo string quartet",,,Orchestral,0,0
19,28,"Variations for Orchestra, op. 49",,,Orchestral,0,0
0,29,"Alto Rhapsody, op. 53","For alto, male chorus and orchestra",,Vocal,1,0
1,29,"Ave Maria, op. 12",For female chorus and orchestra,,Vocal,0,0
2,29,"Balladen und Romanzen, op. 75",Songs,,Vocal,0,0
3,29,"Ballades, op. 10",,,Keyboard,1,0
4,29,"Begräbnisgesang, op. 13",Song,,Vocal,0,0
5,29,"Canons, op. 113",,,Vocal,0,0
6,29,"Cello Sonata no. 1 in E minor, op. 38",,,Chamber,0,0
7,29,"Cello Sonata no. 2 in F major, op. 99",,,Chamber,0,0
8,29,"Choral Prelude and Fugue in A minor, WoO 7",,,Keyboard,0,0
9,29,"Choral Preludes, op. 122",For organ,,Keyboard,0,0
10,29,"Clarinet Quintet in B minor, op. 115",,,Chamber,1,1
11,29,"Clarinet Sonata no. 1 in F minor, op. 120 no. 1",,,Chamber,1,0
12,29,"Clarinet Sonata no. 2 in E flat major, op. 120 no. 2",,,Chamber,0,0
13,29,"Clarinet Trio in A minor, op. 114",,,Chamber,0,0
14,29,"Dem dunkeln Schoß der heil'gen Erde, WoO 20",,,Vocal,0,0
15,29,Der Gang zum Liebchen,Song,,Vocal,0,0
16,29,"Deutsche Volksliede, WoO38",Songs,,Vocal,0,0
17,29,"Deutsche Volkslieder, WoO 33",Songs,,Vocal,0,0
18,29,"Deutsche Volkslieder, WoO 34",Songs,,Vocal,0,0
19,29,"Deutsche Volkslieder, WoO 37",Songs,,Vocal,0,0
20,29,"Double Concerto in A minor, op. 102","For violin, cello and orchestra",,Orchestral,1,0
21,29,"Duets, op. 20",Songs,,Vocal,0,0
22,29,"Duets, op. 28",Songs,,Vocal,0,0
23,29,"Duets, op. 61",Songs,,Vocal,0,0
24,29,"Duets, op. 66",Songs,,Vocal,0,0
25,29,"Ein deutsches Requiem, op. 45","For soprano, baritone, chorus and orchestra",,Vocal,1,1
26,29,"Exercises, WoO 6",,,Keyboard,0,0
27,29,"Fantasias, op. 116",,,Keyboard,0,0
28,29,"Fest- und Gedenksprüche, op. 109",Motets,,Vocal,0,0
29,29,"Four Serious Songs, op. 121",,,Vocal,0,0
30,29,"Fugue in A flat minor, WoO 8",,,Keyboard,0,0
31,29,"Gedichte, op. 19",Songs,,Vocal,0,0
32,29,"Geistliches Lied, op. 30",Song,,Vocal,0,0
33,29,"German Folk Songs, WoO 35",,,Vocal,0,0
34,29,"German Folk Songs, WoO32",,,Vocal,0,0
35,29,"Gesang der Parzen, op. 89",For mixed chorus and orchestra,,Vocal,0,0
36,29,"Gesänge, op. 104",Songs,,Vocal,0,0
37,29,"Gesänge, op. 3",Songs,,Vocal,0,0
38,29,"Gesänge, op. 43",Songs,,Vocal,0,0
39,29,"Gesänge, op. 6",Songs,,Vocal,0,0
40,29,"Gesänge, op. 69",Songs,,Vocal,0,0
41,29,"Gesänge, op. 7",Songs,,Vocal,0,0
42,29,"Gesänge, op. 70",Songs,,Vocal,0,0
43,29,"Gesänge, op. 71",Songs,,Vocal,0,0
44,29,"Gesänge, op. 91",Songs,,Vocal,0,0
45,29,"Gigues, WoO 4",,,Keyboard,0,0
46,29,"Grausam erweiset sich Amor, WoO 24",Song,,Vocal,0,0
47,29,"Horn Trio in E flat major, op. 40",,,Chamber,0,0
48,29,"Hungarian Dances, WoO 1",,,Keyboard,0,1
49,29,"In dieser Welt des Trugs und Scheins, WoO 27",Song,,Vocal,0,0
50,29,"Intermezzos, op. 117",,,Keyboard,1,0
51,29,"Klavierstücke, op. 118",,,Keyboard,0,0
52,29,"Klavierstücke, op. 119",,,Keyboard,0,0
53,29,"Klavierstücke, op. 76",,,Keyboard,0,0
54,29,"Kleine Hochzeitskantate, WoO 16",Cantata,,Vocal,0,0
55,29,"Kyrie in G minor, WoO 17",,,Vocal,0,0
56,29,"Liebeslieder Walzes, op. 52",Songs,,Vocal,1,0
57,29,"Lieder und Gesänge, op. 32",Songs,,Vocal,0,0
58,29,"Lieder und Gesänge, op. 57",Songs,,Vocal,0,0
59,29,"Lieder und Gesänge, op. 58",Songs,,Vocal,0,0
60,29,"Lieder und Gesänge, op. 59",Songs,,Vocal,0,0
61,29,"Lieder und Gesänge, op. 63",Songs,,Vocal,0,0
62,29,"Lieder und Romanzen, op. 14",Songs,,Vocal,0,0
63,29,"Lieder, op. 105",Songs,,Vocal,0,0
64,29,"Lieder, op. 106",Songs,,Vocal,0,0
65,29,"Lieder, op. 107",Songs,,Vocal,0,0
66,29,"Lieder, op. 46",Songs,,Vocal,0,0
67,29,"Lieder, op. 47",Songs,,Vocal,0,0
68,29,"Lieder, op. 48",Songs,,Vocal,0,0
69,29,"Lieder, op. 49",Songs,,Vocal,0,0
70,29,"Lieder, op. 62",Songs,,Vocal,0,0
71,29,"Lieder, op. 72",Songs,,Vocal,0,0
72,29,"Lieder, op. 85",Songs,,Vocal,0,0
73,29,"Lieder, op. 86",Songs,,Vocal,0,0
74,29,"Lieder, op. 94",Songs,,Vocal,0,0
75,29,"Lieder, op. 95",Songs,,Vocal,0,0
76,29,"Lieder, op. 96",Songs,,Vocal,0,0
77,29,"Lieder, op. 97",Songs,,Vocal,0,0
78,29,"Marienlieder, op. 22",Songs,,Vocal,0,0
79,29,"Mir lächelt kein Frühling, WoO 25",Canon,,Vocal,0,0
80,29,"Missa Canonica, WoO 18",,,Vocal,0,0
81,29,"Mondnacht, WoO 21",Song,,Vocal,0,0
82,29,"Motets, op. 110",,,Vocal,0,0
83,29,"Motets, op. 29",,,Vocal,0,0
84,29,"Motets, op. 74",,,Vocal,0,0
85,29,"Nänie, op. 82",For mixed chorus and orchestra,,Vocal,0,0
86,29,"Neue Liebeslieder Waltzes, op. 65",Songs,,Vocal,0,0
87,29,"O wie sanft!, WoO 26",Canon,,Vocal,0,0
88,29,"Ophelia Lieder, WoO 22",Song cycle,,Vocal,0,0
89,29,"Piano Concerto no. 1 in D minor, op. 15",,,Orchestral,0,0
90,29,"Piano Concerto no. 2 in B flat major, op. 83",,,Orchestral,1,1
91,29,"Piano Quartet no. 1 in G minor, op. 25",,,Chamber,1,0
92,29,"Piano Quartet no. 2 in A major, op. 26",,,Chamber,0,0
93,29,"Piano Quartet no. 3 in C minor, op. 60",,,Chamber,1,0
94,29,"Piano Quintet in F minor, op. 34",,,Chamber,1,0
95,29,"Piano Sonata no. 1 in C major, op. 1",,,Keyboard,0,0
96,29,"Piano Sonata no. 2 in F sharp minor, op. 2",,,Keyboard,0,0
97,29,"Piano Sonata no. 3 in F minor, op. 5",,,Keyboard,1,0
98,29,"Piano Trio no. 1 in B major, op. 8",,,Chamber,0,0
99,29,"Piano Trio no. 2 in C major, op. 87",,,Chamber,0,0
100,29,"Piano Trio no. 3 in C minor, op. 101",,,Chamber,0,0
101,29,"Prelude and Fugue in A minor, WoO 9",,,Keyboard,0,0
102,29,"Prelude and Fugue in G minor, WoO 10",,,Keyboard,0,0
103,29,"Psalm 13, op. 27","For female chorus, organ and strings",,Vocal,0,0
104,29,"Quartets, op. 112",Songs,,Vocal,0,0
105,29,"Quartets, op. 31",Songs,,Vocal,0,0
106,29,"Quartets, op. 64",Songs,,Vocal,0,0
107,29,"Quartets, op. 92",Songs,,Vocal,0,0
108,29,"Regenlied, WoO 23",Song,,Vocal,0,0
109,29,"Rhapsodies, op. 79",,,Keyboard,1,0
110,29,"Rinaldo, op. 50",Cantata,,Vocal,0,0
111,29,"Romances, op. 33, ""Magelone Lieder""",Song cycle,,Vocal,0,0
112,29,"Romanzen und Lieder, op. 84",Songs,,Vocal,0,0
113,29,"Sacred choruses, op. 37",,,Vocal,0,0
114,29,"Sarabandes, WoO 5",,,Keyboard,0,0
115,29,"Scherzo in C minor, WoO 2, ""F-A-E""",For violin and piano,,Chamber,0,0
116,29,"Scherzo in E flat minor, op. 4",,,Keyboard,0,0
117,29,"Schicksalslied, op. 54",For chorus and orchestra,,Vocal,0,0
118,29,"Serenade no. 1 in D major, op. 11",,,Orchestral,0,0
119,29,"Serenade no. 2 in A major, op. 16",,,Orchestral,0,0
120,29,"Sonata for 2 Pianos in F minor, op. 34b",,,Keyboard,0,0
121,29,"Songs and Romances, op. 44",,,Vocal,0,0
122,29,"Songs and romances, op. 93a",,,Vocal,0,0
123,29,"Songs, op. 104",,,Vocal,0,0
124,29,"Songs, op. 17","For female chorus, two horns and harp",,Vocal,1,0
125,29,"Songs, op. 41",,,Vocal,0,0
126,29,"Songs, op. 42",,,Vocal,0,0
127,29,"String Quartet no. 1 in C minor, op. 51 no. 1",,,Chamber,0,0
128,29,"String Quartet no. 2 in A minor, op. 51 no. 2",,,Chamber,0,0
129,29,"String Quartet no. 3 in B flat major, op. 67",,,Chamber,1,0
130,29,"String Quintet no. 1 in F major, op. 88",,,Chamber,0,0
131,29,"String Quintet no. 2 in G major, op. 111",,,Chamber,1,0
132,29,"String Sextet no. 1 in B flat major, op. 18",,,Chamber,1,1
133,29,"String Sextet no. 2 in G major, op. 36",,,Chamber,0,0
134,29,"Symphony no. 1 in C minor, op. 68",,,Orchestral,0,0
135,29,"Symphony no. 2 in D major, op. 73",,,Orchestral,0,0
136,29,"Symphony no. 3 in F major, op. 90",,,Orchestral,1,1
137,29,"Symphony no. 4 in E minor, op. 98",,,Orchestral,1,1
138,29,"Tafellied, op. 93b",Song,,Vocal,0,0
139,29,"Töne, lindernder Klang!, WoO 28",Canon,,Vocal,0,0
140,29,"Tragic Overture, op. 81",,,Orchestral,0,0
141,29,"Triumphlied, op. 55","Cantata for baritone, chorus, and orchestra",,Vocal,0,0
142,29,"Variations and Fugue on a Theme by Handel, op. 24",,,Keyboard,1,0
143,29,"Variations on a Hungarian Melody, op. 21 no. 2",,,Keyboard,0,0
